accuracy,bath_type,bed_type,unit_type,checkin,cleanliness,communication,guest_satisfaction,is_superhost,latitude,location,longitude,num_baths,num_beds,num_guests,num_host_reviews,num_reviews,num_rooms,price,rating,response_time_shown,room_id,room_type,short_desc,value,url,site,sq_ft,min_nights,row_number,content
10,bath,bed,Studio,10,10,10,98,NA,38.03619,10,-78.46024,1,1,4,NA,8,0,100,5,NA,37213769,NA,NA,10,https://www.airbnb.com/rooms/37213769,AirBnB,NA,NA,178,"<a href='https://www.airbnb.com/rooms/37213769'>AirBnB--37213769</a>
<br>
row-num:178"
10,bath,bed,bedroom,10,10,10,99,NA,38.01811,10,-78.51687,1,1,2,NA,130,1,101,5,NA,3730726,NA,NA,10,https://www.airbnb.com/rooms/3730726,AirBnB,NA,NA,179,"<a href='https://www.airbnb.com/rooms/3730726'>AirBnB--3730726</a>
<br>
row-num:179"
10,baths,beds,bedrooms,10,10,10,99,NA,38.11656,10,-78.52497,2,5,0,NA,16,4,175,5,NA,37482572,NA,NA,10,https://www.airbnb.com/rooms/37482572,AirBnB,NA,NA,180,"<a href='https://www.airbnb.com/rooms/37482572'>AirBnB--37482572</a>
<br>
row-num:180"
10,bath,bed,bedroom,10,10,10,89,NA,38.02294,10,-78.47524,1,1,2,NA,15,1,143,4.5,NA,37714020,NA,NA,10,https://www.airbnb.com/rooms/37714020,AirBnB,NA,NA,181,"<a href='https://www.airbnb.com/rooms/37714020'>AirBnB--37714020</a>
<br>
row-num:181"
10,baths,beds,bedrooms,10,10,10,97,NA,38.03528,10,-78.48001,1.5,3,6,NA,47,2,69,5,NA,37817044,NA,NA,10,https://www.airbnb.com/rooms/37817044,AirBnB,NA,NA,182,"<a href='https://www.airbnb.com/rooms/37817044'>AirBnB--37817044</a>
<br>
row-num:182"
10,bath,beds,bedroom,10,10,10,100,NA,38.02338,10,-78.48274,1,2,4,NA,12,1,129,5,NA,37882577,NA,NA,10,https://www.airbnb.com/rooms/37882577,AirBnB,NA,NA,183,"<a href='https://www.airbnb.com/rooms/37882577'>AirBnB--37882577</a>
<br>
row-num:183"
10,bath,beds,bedroom,10,9,10,99,NA,38.0701,10,-78.52046,1,2,2,NA,20,1,50.30769230769231,5,NA,38255734,NA,NA,9,https://www.airbnb.com/rooms/38255734,AirBnB,NA,NA,184,"<a href='https://www.airbnb.com/rooms/38255734'>AirBnB--38255734</a>
<br>
row-num:184"
10,baths,beds,bedrooms,10,10,10,100,NA,38.04402,10,-78.46081,3.5,2,8,NA,9,3,150,5,NA,38325147,NA,NA,10,https://www.airbnb.com/rooms/38325147,AirBnB,NA,NA,185,"<a href='https://www.airbnb.com/rooms/38325147'>AirBnB--38325147</a>
<br>
row-num:185"
10,bath,beds,bedroom,10,10,10,100,NA,38.069,10,-78.40987,1,2,3,NA,8,1,175,5,NA,38327976,NA,NA,10,https://www.airbnb.com/rooms/38327976,AirBnB,NA,NA,186,"<a href='https://www.airbnb.com/rooms/38327976'>AirBnB--38327976</a>
<br>
row-num:186"
10,bath,beds,bedrooms,10,10,10,100,NA,38.02582,10,-78.50689,1,3,6,NA,3,3,200,5,NA,38438005,NA,NA,10,https://www.airbnb.com/rooms/38438005,AirBnB,NA,NA,187,"<a href='https://www.airbnb.com/rooms/38438005'>AirBnB--38438005</a>
<br>
row-num:187"
10,bath,bed,bedroom,10,10,10,99,NA,38.02347,10,-78.50087,1,1,4,NA,18,1,56.411764705882355,5,NA,38573765,NA,NA,10,https://www.airbnb.com/rooms/38573765,AirBnB,NA,NA,188,"<a href='https://www.airbnb.com/rooms/38573765'>AirBnB--38573765</a>
<br>
row-num:188"
10,baths,beds,bedrooms,10,9,10,95,NA,38.0301,10,-78.50239,2,3,6,NA,15,3,139.5,5,NA,38623549,NA,NA,9,https://www.airbnb.com/rooms/38623549,AirBnB,NA,NA,189,"<a href='https://www.airbnb.com/rooms/38623549'>AirBnB--38623549</a>
<br>
row-num:189"
NA,bath,beds,bedroom,NA,NA,NA,NA,NA,38.04214,NA,-78.49667,1,2,5,NA,NA,1,191,NA,NA,39487288,NA,NA,NA,https://www.airbnb.com/rooms/39487288,AirBnB,NA,NA,190,"<a href='https://www.airbnb.com/rooms/39487288'>AirBnB--39487288</a>
<br>
row-num:190"
NA,bath,beds,bedrooms,NA,NA,NA,NA,NA,38.02199,NA,-78.48343,1,3,6,NA,NA,3,170,NA,NA,39610939,NA,NA,NA,https://www.airbnb.com/rooms/39610939,AirBnB,NA,NA,191,"<a href='https://www.airbnb.com/rooms/39610939'>AirBnB--39610939</a>
<br>
row-num:191"
10,bath,bed,bedroom,10,9,10,96,NA,38.03169,10,-78.47965,1,1,4,NA,10,1,80,5,NA,39694122,NA,NA,9,https://www.airbnb.com/rooms/39694122,AirBnB,NA,NA,192,"<a href='https://www.airbnb.com/rooms/39694122'>AirBnB--39694122</a>
<br>
row-num:192"
10,shared bath,bed,bedroom,10,10,10,100,NA,38.023,10,-78.50565,1,1,1,NA,4,1,49.91428571428571,5,NA,39727307,NA,NA,10,https://www.airbnb.com/rooms/39727307,AirBnB,NA,NA,193,"<a href='https://www.airbnb.com/rooms/39727307'>AirBnB--39727307</a>
<br>
row-num:193"
NA,private bath,bed,bedroom,NA,NA,NA,NA,NA,38.03141,NA,-78.50585,1,1,2,NA,NA,1,140,NA,NA,39895030,NA,NA,NA,https://www.airbnb.com/rooms/39895030,AirBnB,NA,NA,194,"<a href='https://www.airbnb.com/rooms/39895030'>AirBnB--39895030</a>
<br>
row-num:194"
10,bath,beds,bedrooms,10,10,10,99,NA,38.02275,10,-78.47306,1,2,4,NA,215,2,122,5,NA,3997007,NA,NA,10,https://www.airbnb.com/rooms/3997007,AirBnB,NA,NA,195,"<a href='https://www.airbnb.com/rooms/3997007'>AirBnB--3997007</a>
<br>
row-num:195"
10,bath,beds,bedrooms,10,10,10,100,NA,38.02874,10,-78.46536,1,2,4,NA,4,2,99,5,NA,40121564,NA,NA,10,https://www.airbnb.com/rooms/40121564,AirBnB,NA,NA,196,"<a href='https://www.airbnb.com/rooms/40121564'>AirBnB--40121564</a>
<br>
row-num:196"
10,baths,beds,bedrooms,10,9,10,92,NA,38.0396,9,-78.4618,2.5,3,4,NA,7,3,199,4.5,NA,403373,NA,NA,9,https://www.airbnb.com/rooms/403373,AirBnB,NA,NA,197,"<a href='https://www.airbnb.com/rooms/403373'>AirBnB--403373</a>
<br>
row-num:197"
NA,bath,beds,bedroom,NA,NA,NA,NA,NA,38.05011,NA,-78.49879,1,0,4,NA,NA,1,150,NA,NA,40432357,NA,NA,NA,https://www.airbnb.com/rooms/40432357,AirBnB,NA,NA,198,"<a href='https://www.airbnb.com/rooms/40432357'>AirBnB--40432357</a>
<br>
row-num:198"
10,bath,beds,bedrooms,10,10,10,100,NA,38.03696,10,-78.47613,1,2,6,NA,7,2,75,5,NA,40454959,NA,NA,10,https://www.airbnb.com/rooms/40454959,AirBnB,NA,NA,199,"<a href='https://www.airbnb.com/rooms/40454959'>AirBnB--40454959</a>
<br>
row-num:199"
10,baths,beds,bedrooms,10,10,10,100,NA,38.03096,10,-78.49203,2,2,6,NA,4,2,96,5,NA,40455511,NA,NA,10,https://www.airbnb.com/rooms/40455511,AirBnB,NA,NA,200,"<a href='https://www.airbnb.com/rooms/40455511'>AirBnB--40455511</a>
<br>
row-num:200"
10,bath,beds,bedrooms,10,10,10,99,NA,38.04305,10,-78.46014,1,2,4,NA,72,2,195,5,NA,4085607,NA,NA,10,https://www.airbnb.com/rooms/4085607,AirBnB,NA,NA,201,"<a href='https://www.airbnb.com/rooms/4085607'>AirBnB--4085607</a>
<br>
row-num:201"
10,bath,beds,bedrooms,10,10,10,99,NA,37.98611,10,-78.54014,1,2,6,NA,96,2,165,5,NA,4151622,NA,NA,10,https://www.airbnb.com/rooms/4151622,AirBnB,NA,NA,202,"<a href='https://www.airbnb.com/rooms/4151622'>AirBnB--4151622</a>
<br>
row-num:202"
10,bath,bed,bedroom,10,10,10,100,NA,38.03052,10,-78.47227,1,1,2,NA,66,1,171,5,NA,4342251,NA,NA,10,https://www.airbnb.com/rooms/4342251,AirBnB,NA,NA,203,"<a href='https://www.airbnb.com/rooms/4342251'>AirBnB--4342251</a>
<br>
row-num:203"
10,bath,bed,Studio,10,10,10,99,NA,38.04871,10,-78.49282,1,1,2,NA,404,0,75,5,NA,4693831,NA,NA,10,https://www.airbnb.com/rooms/4693831,AirBnB,NA,NA,204,"<a href='https://www.airbnb.com/rooms/4693831'>AirBnB--4693831</a>
<br>
row-num:204"
10,bath,bed,bedroom,10,10,10,97,NA,38.02318,10,-78.46026,1,1,2,NA,124,1,145,5,NA,4950655,NA,NA,10,https://www.airbnb.com/rooms/4950655,AirBnB,NA,NA,205,"<a href='https://www.airbnb.com/rooms/4950655'>AirBnB--4950655</a>
<br>
row-num:205"
10,bath,beds,bedrooms,10,10,10,100,NA,38.02553,10,-78.51542,1,3,4,NA,26,2,155,5,NA,4961336,NA,NA,10,https://www.airbnb.com/rooms/4961336,AirBnB,NA,NA,206,"<a href='https://www.airbnb.com/rooms/4961336'>AirBnB--4961336</a>
<br>
row-num:206"
10,bath,beds,bedrooms,10,10,10,99,NA,38.02133,10,-78.4741,1,3,5,NA,201,2,113,5,NA,5352948,NA,NA,10,https://www.airbnb.com/rooms/5352948,AirBnB,NA,NA,207,"<a href='https://www.airbnb.com/rooms/5352948'>AirBnB--5352948</a>
<br>
row-num:207"
NA,bath,bed,bedroom,NA,NA,NA,NA,NA,38.10324,NA,-78.56568,1,1,2,NA,NA,1,171.5,NA,NA,5457390,NA,NA,NA,https://www.airbnb.com/rooms/5457390,AirBnB,NA,NA,208,"<a href='https://www.airbnb.com/rooms/5457390'>AirBnB--5457390</a>
<br>
row-num:208"
10,bath,bed,bedroom,10,10,10,99,NA,38.05251,10,-78.49094,1,1,2,NA,108,1,99.5,5,NA,6015460,NA,NA,10,https://www.airbnb.com/rooms/6015460,AirBnB,NA,NA,209,"<a href='https://www.airbnb.com/rooms/6015460'>AirBnB--6015460</a>
<br>
row-num:209"
10,bath,bed,bedroom,10,10,10,98,NA,38.03563,10,-78.47062,1,1,2,NA,205,1,47.22222222222222,5,NA,6106699,NA,NA,10,https://www.airbnb.com/rooms/6106699,AirBnB,NA,NA,210,"<a href='https://www.airbnb.com/rooms/6106699'>AirBnB--6106699</a>
<br>
row-num:210"
10,baths,beds,bedrooms,10,10,10,100,NA,38.02846,10,-78.50085,1.5,2,2,NA,86,2,140,5,NA,6391242,NA,NA,10,https://www.airbnb.com/rooms/6391242,AirBnB,NA,NA,211,"<a href='https://www.airbnb.com/rooms/6391242'>AirBnB--6391242</a>
<br>
row-num:211"
9,bath,beds,bedrooms,10,9,10,85,NA,38.02444,9,-78.47941,1,0,4,NA,42,2,110,4.5,NA,6431316,NA,NA,9,https://www.airbnb.com/rooms/6431316,AirBnB,NA,NA,212,"<a href='https://www.airbnb.com/rooms/6431316'>AirBnB--6431316</a>
<br>
row-num:212"
10,bath,bed,Studio,10,10,10,94,NA,38.04242,10,-78.48728,1,1,2,NA,178,0,99.5,4.5,NA,6467552,NA,NA,10,https://www.airbnb.com/rooms/6467552,AirBnB,NA,NA,213,"<a href='https://www.airbnb.com/rooms/6467552'>AirBnB--6467552</a>
<br>
row-num:213"
9,bath,beds,bedrooms,10,9,10,94,NA,38.02859,9,-78.49081,1,2,4,NA,75,2,108.5,4.5,NA,666284,NA,NA,9,https://www.airbnb.com/rooms/666284,AirBnB,NA,NA,214,"<a href='https://www.airbnb.com/rooms/666284'>AirBnB--666284</a>
<br>
row-num:214"
10,bath,bed,bedroom,10,10,10,98,NA,38.03915,10,-78.46158,1,1,4,NA,217,1,99,5,NA,6674438,NA,NA,10,https://www.airbnb.com/rooms/6674438,AirBnB,NA,NA,215,"<a href='https://www.airbnb.com/rooms/6674438'>AirBnB--6674438</a>
<br>
row-num:215"
10,bath,bed,bedroom,10,9,10,94,NA,38.04465,10,-78.45557,1,1,3,NA,63,1,111.5,4.5,NA,6922178,NA,NA,9,https://www.airbnb.com/rooms/6922178,AirBnB,NA,NA,216,"<a href='https://www.airbnb.com/rooms/6922178'>AirBnB--6922178</a>
<br>
row-num:216"
10,bath,bed,bedroom,10,10,10,96,NA,38.04465,10,-78.45598,1,1,2,NA,504,1,54.8235294117647,5,NA,6967254,NA,NA,10,https://www.airbnb.com/rooms/6967254,AirBnB,NA,NA,217,"<a href='https://www.airbnb.com/rooms/6967254'>AirBnB--6967254</a>
<br>
row-num:217"
10,bath,beds,bedrooms,10,10,10,100,NA,38.00153,10,-78.54572,1,2,4,NA,126,2,165,5,NA,7033381,NA,NA,10,https://www.airbnb.com/rooms/7033381,AirBnB,NA,NA,218,"<a href='https://www.airbnb.com/rooms/7033381'>AirBnB--7033381</a>
<br>
row-num:218"
10,baths,beds,bedrooms,10,10,10,99,NA,38.02834,10,-78.4667,2,2,4,NA,197,2,139,5,NA,7086685,NA,NA,10,https://www.airbnb.com/rooms/7086685,AirBnB,NA,NA,219,"<a href='https://www.airbnb.com/rooms/7086685'>AirBnB--7086685</a>
<br>
row-num:219"
10,shared bath,bed,bedroom,10,10,10,97,NA,38.0315,10,-78.50179,1,1,3,NA,380,1,68.6,5,NA,7279476,NA,NA,10,https://www.airbnb.com/rooms/7279476,AirBnB,NA,NA,220,"<a href='https://www.airbnb.com/rooms/7279476'>AirBnB--7279476</a>
<br>
row-num:220"
10,baths,beds,bedrooms,10,10,10,96,NA,38.02905,10,-78.49351,2,4,6,NA,193,2,180,5,NA,774005,NA,NA,10,https://www.airbnb.com/rooms/774005,AirBnB,NA,NA,221,"<a href='https://www.airbnb.com/rooms/774005'>AirBnB--774005</a>
<br>
row-num:221"
10,bath,bed,bedroom,10,10,10,99,NA,38.06349,10,-78.47648,1,1,4,NA,350,1,75,5,NA,7815840,NA,NA,10,https://www.airbnb.com/rooms/7815840,AirBnB,NA,NA,222,"<a href='https://www.airbnb.com/rooms/7815840'>AirBnB--7815840</a>
<br>
row-num:222"
10,bath,beds,bedroom,10,9,10,95,NA,38.02297,10,-78.4916,1,2,4,NA,63,1,118,5,NA,7912919,NA,NA,9,https://www.airbnb.com/rooms/7912919,AirBnB,NA,NA,223,"<a href='https://www.airbnb.com/rooms/7912919'>AirBnB--7912919</a>
<br>
row-num:223"
10,bath,beds,bedroom,10,10,10,96,NA,38.03517,10,-78.49378,1,3,6,NA,439,1,87.5,5,NA,8300730,NA,NA,10,https://www.airbnb.com/rooms/8300730,AirBnB,NA,NA,224,"<a href='https://www.airbnb.com/rooms/8300730'>AirBnB--8300730</a>
<br>
row-num:224"
10,bath,bed,bedroom,10,10,10,99,NA,38.02557,10,-78.51248,1,1,2,NA,143,1,113,5,NA,8497015,NA,NA,10,https://www.airbnb.com/rooms/8497015,AirBnB,NA,NA,225,"<a href='https://www.airbnb.com/rooms/8497015'>AirBnB--8497015</a>
<br>
row-num:225"
10,bath,bed,bedroom,10,10,10,98,NA,38.02439,10,-78.47304,1,1,2,NA,212,1,84,5,NA,8569777,NA,NA,10,https://www.airbnb.com/rooms/8569777,AirBnB,NA,NA,226,"<a href='https://www.airbnb.com/rooms/8569777'>AirBnB--8569777</a>
<br>
row-num:226"
10,baths,beds,bedrooms,10,10,10,98,NA,38.00874,10,-78.52628,2,2,4,NA,57,2,150,5,NA,864877,NA,NA,10,https://www.airbnb.com/rooms/864877,AirBnB,NA,NA,227,"<a href='https://www.airbnb.com/rooms/864877'>AirBnB--864877</a>
<br>
row-num:227"
10,baths,beds,bedrooms,10,10,10,100,NA,38.03121,10,-78.49335,3,3,6,NA,8,3,999,5,NA,898058,NA,NA,10,https://www.airbnb.com/rooms/898058,AirBnB,NA,NA,228,"<a href='https://www.airbnb.com/rooms/898058'>AirBnB--898058</a>
<br>
row-num:228"
10,baths,beds,bedrooms,10,10,10,100,NA,38.09515,10,-78.50851,1.5,2,5,NA,17,2,178,5,NA,9127937,NA,NA,10,https://www.airbnb.com/rooms/9127937,AirBnB,NA,NA,229,"<a href='https://www.airbnb.com/rooms/9127937'>AirBnB--9127937</a>
<br>
row-num:229"
9,baths,beds,bedrooms,10,8,10,89,NA,38.06314,10,-78.51101,2.5,2,4,NA,15,2,170,4.5,NA,9128600,NA,NA,8,https://www.airbnb.com/rooms/9128600,AirBnB,NA,NA,230,"<a href='https://www.airbnb.com/rooms/9128600'>AirBnB--9128600</a>
<br>
row-num:230"
9,bath,beds,bedroom,10,10,10,91,NA,38.03506,10,-78.47718,1,2,4,NA,19,1,155,4.5,NA,9129433,NA,NA,10,https://www.airbnb.com/rooms/9129433,AirBnB,NA,NA,231,"<a href='https://www.airbnb.com/rooms/9129433'>AirBnB--9129433</a>
<br>
row-num:231"
10,bath,bed,bedroom,10,10,9,94,NA,38.02277,9,-78.47206,1,1,3,NA,39,1,120,4.5,NA,9129723,NA,NA,10,https://www.airbnb.com/rooms/9129723,AirBnB,NA,NA,232,"<a href='https://www.airbnb.com/rooms/9129723'>AirBnB--9129723</a>
<br>
row-num:232"
10,baths,beds,bedroom,10,10,10,94,NA,38.03165,10,-78.48225,2,2,4,NA,32,1,120,4.5,NA,9129775,NA,NA,10,https://www.airbnb.com/rooms/9129775,AirBnB,NA,NA,233,"<a href='https://www.airbnb.com/rooms/9129775'>AirBnB--9129775</a>
<br>
row-num:233"
10,bath,beds,bedrooms,10,10,10,96,NA,38.0193,10,-78.48159,1,3,5,NA,224,2,140,5,NA,914564,NA,NA,10,https://www.airbnb.com/rooms/914564,AirBnB,NA,NA,234,"<a href='https://www.airbnb.com/rooms/914564'>AirBnB--914564</a>
<br>
row-num:234"
10,bath,beds,bedroom,10,10,10,99,NA,38.02219,10,-78.49009,1,2,4,NA,262,1,90,5,NA,9212680,NA,NA,10,https://www.airbnb.com/rooms/9212680,AirBnB,NA,NA,235,"<a href='https://www.airbnb.com/rooms/9212680'>AirBnB--9212680</a>
<br>
row-num:235"
10,baths,beds,bedrooms,10,9,10,98,NA,38.03008,10,-78.50681,2,4,7,NA,198,3,140,5,NA,9274661,NA,NA,9,https://www.airbnb.com/rooms/9274661,AirBnB,NA,NA,236,"<a href='https://www.airbnb.com/rooms/9274661'>AirBnB--9274661</a>
<br>
row-num:236"
10,bath,bed,bedroom,10,10,10,100,NA,38.0431,10,-78.46052,1,1,4,NA,11,1,170,5,NA,9541865,NA,NA,10,https://www.airbnb.com/rooms/9541865,AirBnB,NA,NA,237,"<a href='https://www.airbnb.com/rooms/9541865'>AirBnB--9541865</a>
<br>
row-num:237"
10,baths,beds,bedrooms,10,10,10,98,NA,38.02536,10,-78.4813,2,2,4,NA,185,2,100,5,NA,9704469,NA,NA,10,https://www.airbnb.com/rooms/9704469,AirBnB,NA,NA,238,"<a href='https://www.airbnb.com/rooms/9704469'>AirBnB--9704469</a>
<br>
row-num:238"
10,baths,beds,bedrooms,10,9,10,95,NA,38.02954,10,-78.46901,1.5,3,5,NA,53,3,132,5,NA,9708611,NA,NA,9,https://www.airbnb.com/rooms/9708611,AirBnB,NA,NA,239,"<a href='https://www.airbnb.com/rooms/9708611'>AirBnB--9708611</a>
<br>
row-num:239"
10,baths,bed,bedroom,10,10,10,98,NA,38.03524,10,-78.47976,1.5,1,2,NA,245,1,64.66666666666667,5,NA,98084,NA,NA,10,https://www.airbnb.com/rooms/98084,AirBnB,NA,NA,240,"<a href='https://www.airbnb.com/rooms/98084'>AirBnB--98084</a>
<br>
row-num:240"
10,bath,bed,bedroom,10,10,10,96,NA,38.0462,10,-78.49944,1,1,2,NA,23,1,192.5,5,NA,9935991,NA,NA,10,https://www.airbnb.com/rooms/9935991,AirBnB,NA,NA,241,"<a href='https://www.airbnb.com/rooms/9935991'>AirBnB--9935991</a>
<br>
row-num:241"
NA,baths,beds,bedrooms,NA,NA,NA,NA,NA,38.04617,NA,-78.46079,2.5,3,6,NA,NA,2,142,NA,NA,NA,NA,NA,NA,https://www.airbnb.com/rooms/NA,AirBnB,NA,NA,242,"<a href='https://www.airbnb.com/rooms/NA'>AirBnB--NA</a>
<br>
row-num:242"
NA,NA,NA,Apartment,NA,NA,NA,NA,NA,38.04774947,NA,-78.49313105,1,2,3,NA,15,NA,135,4.9,NA,622624,NA,NA,NA,https://www.vrbo.com/622624,VRBO,1280,7,243,"<a href='https://www.vrbo.com/622624'>VRBO--622624</a>
<br>
row-num:243"
NA,NA,NA,Cabin,NA,NA,NA,NA,NA,38.046892,NA,-78.484312,1,1,4,NA,19,NA,140,4.9,NA,688243,NA,NA,NA,https://www.vrbo.com/688243,VRBO,344,3,244,"<a href='https://www.vrbo.com/688243'>VRBO--688243</a>
<br>
row-num:244"
NA,NA,NA,Apartment,NA,NA,NA,NA,NA,38.028447,NA,-78.471883,1,1,2,NA,59,NA,150,4.7,NA,988957ha,NA,NA,NA,https://www.vrbo.com/988957ha,VRBO,750,3,245,"<a href='https://www.vrbo.com/988957ha'>VRBO--988957ha</a>
<br>
row-num:245"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.04934857,NA,-78.48896004,1,2,4,NA,33,NA,200,4.8,NA,384438,NA,NA,NA,https://www.vrbo.com/384438,VRBO,1000,2,246,"<a href='https://www.vrbo.com/384438'>VRBO--384438</a>
<br>
row-num:246"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.034012,NA,-78.47738,NA,1,6,NA,86,NA,250,4.9,NA,3660449ha,NA,NA,NA,https://www.vrbo.com/3660449ha,VRBO,1400,2,247,"<a href='https://www.vrbo.com/3660449ha'>VRBO--3660449ha</a>
<br>
row-num:247"
NA,NA,NA,Hotel,NA,NA,NA,NA,NA,38.03255327,NA,-78.48205878,1,1,2,NA,3,NA,180,NA,NA,7160443ha,NA,NA,NA,https://www.vrbo.com/7160443ha,VRBO,295,1–3,248,"<a href='https://www.vrbo.com/7160443ha'>VRBO--7160443ha</a>
<br>
row-num:248"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.03737104,NA,-78.48077769,1,2,4,NA,12,NA,170,4.5,NA,4706726ha,NA,NA,NA,https://www.vrbo.com/4706726ha,VRBO,0,1 night,249,"<a href='https://www.vrbo.com/4706726ha'>VRBO--4706726ha</a>
<br>
row-num:249"
NA,NA,NA,Condo,NA,NA,NA,NA,NA,38.03258984,NA,-78.48469325,NA,2,4,NA,5,NA,575,5,NA,1433059,NA,NA,NA,https://www.vrbo.com/1433059,VRBO,0,2,250,"<a href='https://www.vrbo.com/1433059'>VRBO--1433059</a>
<br>
row-num:250"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.03453113,NA,-78.48337046,3,3,6,NA,5,NA,407,4.6,NA,7388323ha,NA,NA,NA,https://www.vrbo.com/7388323ha,VRBO,2266,2–3,251,"<a href='https://www.vrbo.com/7388323ha'>VRBO--7388323ha</a>
<br>
row-num:251"
NA,NA,NA,Apartment,NA,NA,NA,NA,NA,38.02284,NA,-78.49994,1,1,2,NA,2,NA,88,NA,NA,4767323ha,NA,NA,NA,https://www.vrbo.com/4767323ha,VRBO,0,2,252,"<a href='https://www.vrbo.com/4767323ha'>VRBO--4767323ha</a>
<br>
row-num:252"
NA,NA,NA,Hotel,NA,NA,NA,NA,NA,38.02933354,NA,-78.48215382,1,1,2,NA,2,NA,180,NA,NA,7160441ha,NA,NA,NA,https://www.vrbo.com/7160441ha,VRBO,333,1–3,253,"<a href='https://www.vrbo.com/7160441ha'>VRBO--7160441ha</a>
<br>
row-num:253"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.02607189,NA,-78.47217703,1,1,3,NA,7,NA,150,4.6,NA,4267288ha,NA,NA,NA,https://www.vrbo.com/4267288ha,VRBO,0,2–3,254,"<a href='https://www.vrbo.com/4267288ha'>VRBO--4267288ha</a>
<br>
row-num:254"
NA,NA,NA,Townhome,NA,NA,NA,NA,NA,38.0163731,NA,-78.4749769,4,2,6,NA,42,NA,205,4.9,NA,920504,NA,NA,NA,https://www.vrbo.com/920504,VRBO,1600,2,255,"<a href='https://www.vrbo.com/920504'>VRBO--920504</a>
<br>
row-num:255"
NA,NA,NA,Condo,NA,NA,NA,NA,NA,38.03153251,NA,-78.48335735,2,1,4,NA,3,NA,220,NA,NA,7160478ha,NA,NA,NA,https://www.vrbo.com/7160478ha,VRBO,890,2–3,256,"<a href='https://www.vrbo.com/7160478ha'>VRBO--7160478ha</a>
<br>
row-num:256"
NA,NA,NA,Cabin,NA,NA,NA,NA,NA,38.02962875,NA,-78.46417999,2,NA,4,NA,26,NA,79,4.4,NA,319872,NA,NA,NA,https://www.vrbo.com/319872,VRBO,400,NA,257,"<a href='https://www.vrbo.com/319872'>VRBO--319872</a>
<br>
row-num:257"
NA,NA,NA,Bungalow,NA,NA,NA,NA,NA,38.02662659,NA,-78.47418976,1,2,4,NA,61,NA,225,5,NA,333691,NA,NA,NA,https://www.vrbo.com/333691,VRBO,800,2–3,258,"<a href='https://www.vrbo.com/333691'>VRBO--333691</a>
<br>
row-num:258"
NA,NA,NA,Townhome,NA,NA,NA,NA,NA,38.01812573,NA,-78.50798989,NA,3,6,NA,3,NA,607,NA,NA,730401,NA,NA,NA,https://www.vrbo.com/730401,VRBO,2050,2,259,"<a href='https://www.vrbo.com/730401'>VRBO--730401</a>
<br>
row-num:259"
NA,NA,NA,Estate,NA,NA,NA,NA,NA,38.03962897,NA,-78.50805532,3,5,10,NA,2,NA,953,NA,NA,7160448ha,NA,NA,NA,https://www.vrbo.com/7160448ha,VRBO,4670,2–3,260,"<a href='https://www.vrbo.com/7160448ha'>VRBO--7160448ha</a>
<br>
row-num:260"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.0254283,NA,-78.5221335,NA,3,8,NA,6,NA,249,5,NA,1046559,NA,NA,NA,https://www.vrbo.com/1046559,VRBO,1100,1–2,261,"<a href='https://www.vrbo.com/1046559'>VRBO--1046559</a>
<br>
row-num:261"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.023528,NA,-78.51813,NA,3,10,NA,28,NA,120,3.9,NA,856423,NA,NA,NA,https://www.vrbo.com/856423,VRBO,2000,2,262,"<a href='https://www.vrbo.com/856423'>VRBO--856423</a>
<br>
row-num:262"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.05216626,NA,-78.50008377,6,5,10,NA,NA,NA,793,NA,NA,9290037ha,NA,NA,NA,https://www.vrbo.com/9290037ha,VRBO,3628,2–3,263,"<a href='https://www.vrbo.com/9290037ha'>VRBO--9290037ha</a>
<br>
row-num:263"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.055456,NA,-78.489806,NA,6,26,NA,4,NA,1457,NA,NA,3918084ha,NA,NA,NA,https://www.vrbo.com/3918084ha,VRBO,10000,2–3,264,"<a href='https://www.vrbo.com/3918084ha'>VRBO--3918084ha</a>
<br>
row-num:264"
NA,NA,NA,Townhome,NA,NA,NA,NA,NA,38.01849924,NA,-78.50065665,NA,4,11,NA,3,NA,367,NA,NA,1657766,NA,NA,NA,https://www.vrbo.com/1657766,VRBO,2200,1 night,265,"<a href='https://www.vrbo.com/1657766'>VRBO--1657766</a>
<br>
row-num:265"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.02023182,NA,-78.5230668,1,2,4,NA,NA,NA,145,NA,NA,1322818,NA,NA,NA,https://www.vrbo.com/1322818,VRBO,800,2,266,"<a href='https://www.vrbo.com/1322818'>VRBO--1322818</a>
<br>
row-num:266"
NA,NA,NA,House,NA,NA,NA,NA,NA,38.02658538,NA,-78.51967436,NA,3,8,NA,3,NA,203,NA,NA,4647389ha,NA,NA,NA,https://www.vrbo.com/4647389ha,VRBO,1100,2–3,267,"<a href='https://www.vrbo.com/4647389ha'>VRBO--4647389ha</a>
<br>
row-num:267"
